date,PM10,PM2.5,PM1
5/23/2019 8:58:37 PM,45.3,30.8,17.7
5/23/2019 8:58:43 PM,38.1,25,17
5/23/2019 8:58:49 PM,39.1,27.2,17.3
5/23/2019 8:58:55 PM,39.3,28.9,17.8
5/23/2019 8:59:01 PM,40.4,27.6,17.2
5/23/2019 8:59:07 PM,44.6,30.5,18.2
5/23/2019 8:59:13 PM,38.4,25.5,17.3
5/23/2019 8:59:19 PM,40.2,29.7,18
5/23/2019 8:59:25 PM,39.8,29.7,18.3
5/23/2019 8:59:31 PM,36.4,27.3,18
5/23/2019 8:59:37 PM,37.2,30.3,18.3
5/23/2019 8:59:43 PM,38.6,26.1,17.3
5/23/2019 8:59:49 PM,40.1,29.8,17.9
5/23/2019 8:59:55 PM,37.9,28.7,17.8
5/23/2019 9:00:01 PM,41.4,28.7,17.3
5/23/2019 9:00:07 PM,47.2,31.3,17.7
5/23/2019 9:00:13 PM,44.4,25.9,17.7
5/23/2019 9:00:19 PM,48.2,33.6,18.1
5/23/2019 9:00:25 PM,51.3,28.7,18.1
5/23/2019 9:00:31 PM,43.6,31.6,17.8
5/23/2019 9:00:37 PM,41.6,27.3,17
5/23/2019 9:00:43 PM,39.2,27.6,17.3
5/23/2019 9:00:49 PM,38.3,29.3,17.3
5/23/2019 9:00:55 PM,39.7,29.5,18
5/23/2019 9:01:01 PM,40.5,30.1,17.6
5/23/2019 9:01:07 PM,45.8,33.2,18.5
5/23/2019 9:01:13 PM,48.9,28.1,17.3
5/23/2019 9:01:19 PM,33.5,25.7,17.1
5/23/2019 9:01:25 PM,41.7,25.7,18
5/23/2019 9:01:31 PM,35.3,27.4,17.8
5/23/2019 9:01:37 PM,39.9,28.1,17.7
5/23/2019 9:01:43 PM,41.4,26.6,17.2
5/23/2019 9:01:49 PM,39.5,26.2,17.3
5/23/2019 9:01:55 PM,32,26.1,16.9
5/23/2019 9:02:01 PM,38.2,29.6,17.6
5/23/2019 9:02:07 PM,44.1,31.4,18.6
5/23/2019 9:02:13 PM,40.5,25.1,16.2
5/23/2019 9:02:19 PM,34.4,27.5,17.3
5/23/2019 9:02:25 PM,40.1,29.7,18.1
5/23/2019 9:02:31 PM,46.6,30.7,17.4
5/23/2019 9:02:37 PM,40.4,26.3,18
5/23/2019 9:02:43 PM,39.6,28.2,17.9
5/23/2019 9:02:49 PM,44.5,28.6,18.1
5/23/2019 9:02:55 PM,40.5,28,17.5
5/23/2019 9:03:01 PM,35.6,21.6,16.3
5/23/2019 9:03:07 PM,36.3,28.3,18.3
5/23/2019 9:03:13 PM,44.6,34.4,18.5
5/23/2019 9:03:19 PM,35,27,17.8
5/23/2019 9:03:25 PM,32.5,24.7,17.2
5/23/2019 9:03:31 PM,46.4,24.3,16.3
5/23/2019 9:03:37 PM,47.4,31.7,18.3
5/23/2019 9:03:43 PM,40,29.5,18.2
5/23/2019 9:03:49 PM,40.6,29.5,17.9
5/23/2019 9:03:55 PM,39.5,28.8,17
5/23/2019 9:04:01 PM,38.1,25.4,16.9
5/23/2019 9:04:07 PM,36,29,17.3
5/23/2019 9:04:13 PM,30.8,25.3,17.3
5/23/2019 9:04:19 PM,43.1,28.4,18.3
5/23/2019 9:04:25 PM,39.5,27.9,17.9
5/23/2019 9:04:31 PM,50.2,35.4,19.2
5/23/2019 9:04:37 PM,44.3,29.2,17.5
5/23/2019 9:04:43 PM,46.7,29.2,17.6
5/23/2019 9:04:49 PM,43.4,30,17.5
5/23/2019 9:04:55 PM,42,28.9,17.2
5/23/2019 9:05:01 PM,36.4,24.4,16.5
5/23/2019 9:05:07 PM,45.6,30.2,17.5
5/23/2019 9:05:13 PM,46,30.2,17.3
5/23/2019 9:05:19 PM,43.2,29.1,17.5
5/23/2019 9:05:25 PM,43.7,27.5,17.3
5/23/2019 9:05:31 PM,39.8,28.5,17.6
5/23/2019 9:05:37 PM,49.7,36,18.8
5/23/2019 9:05:43 PM,44.5,27.9,17.5
5/23/2019 9:05:49 PM,42.4,30,17.9
5/23/2019 9:05:55 PM,34.3,27.3,17.5
5/23/2019 9:06:01 PM,39.7,26.4,17.6
5/23/2019 9:06:07 PM,53.4,33.8,18.5
5/23/2019 9:06:13 PM,38.4,27.2,17.3
5/23/2019 9:06:19 PM,33.6,25.2,17.3
5/23/2019 9:06:25 PM,41.3,28.6,17.7
5/23/2019 9:06:31 PM,40,29.3,17.6
5/23/2019 9:06:37 PM,40.1,27.3,17.6
5/23/2019 9:06:43 PM,39.5,28.1,17
5/23/2019 9:06:49 PM,31.5,25.2,16.8
5/23/2019 9:06:55 PM,39.6,29.8,17.8
5/23/2019 9:07:01 PM,36.9,28.5,18.3
5/23/2019 9:07:07 PM,41.3,31.4,18.2
5/23/2019 9:07:13 PM,34.6,25.5,17.3
5/23/2019 9:07:19 PM,35.1,26.8,17.3
5/23/2019 9:07:25 PM,40.7,28.1,17.6
5/23/2019 9:07:31 PM,38.6,31.5,18.5
5/23/2019 9:07:37 PM,34.6,25.3,17.4
5/23/2019 9:07:43 PM,39.8,30.4,17.1
5/23/2019 9:07:49 PM,49,28.6,17.6
5/23/2019 9:07:55 PM,41.7,27.5,17.9
5/23/2019 9:08:01 PM,37,27.7,18.1
5/23/2019 9:08:07 PM,40.5,28.2,17.5
5/23/2019 9:08:13 PM,39.4,26.6,18
5/23/2019 9:08:19 PM,41.7,27,16.9
5/23/2019 9:08:25 PM,40,30.4,18.1
5/23/2019 9:08:31 PM,42.4,28.9,17.2
5/23/2019 9:08:37 PM,39.9,26.8,17.4
5/23/2019 9:08:43 PM,46,28.4,16.9
5/23/2019 9:08:49 PM,39.1,27.4,17.5
5/23/2019 9:08:55 PM,42.2,28.7,18.2
5/23/2019 9:09:01 PM,34.5,28.4,17.7
5/23/2019 9:09:07 PM,35,27.1,17.4
5/23/2019 9:09:13 PM,41.7,27.6,17.5
5/23/2019 9:09:19 PM,41.5,26.8,17
5/23/2019 9:09:25 PM,40.7,25.9,16.9
5/23/2019 9:09:31 PM,48.1,33.1,17.9
5/23/2019 9:09:37 PM,41.1,28.3,17.3
5/23/2019 9:09:43 PM,38.9,29.1,17.5
5/23/2019 9:09:49 PM,44.3,31.6,17.5
5/23/2019 9:09:55 PM,41.5,27.3,17.5
5/23/2019 9:10:01 PM,63.8,30,17.6
5/23/2019 9:10:07 PM,42.7,25.5,16.8
5/23/2019 9:10:13 PM,39.3,28.4,18
5/23/2019 9:10:19 PM,35.5,27.5,16.9
5/23/2019 9:10:25 PM,41.8,28.2,17.8
5/23/2019 9:10:31 PM,45,28.5,17.5
5/23/2019 9:10:37 PM,39.3,29.5,17.8
5/23/2019 9:10:43 PM,40.8,31,17.9
5/23/2019 9:10:49 PM,30.7,24.1,16.1
5/23/2019 9:10:55 PM,44.1,28,17.6
5/23/2019 9:11:01 PM,41.5,28.5,17.6
5/23/2019 9:11:07 PM,39.5,29.4,17.3
5/23/2019 9:11:13 PM,32.3,25.5,17.3
5/23/2019 9:11:19 PM,41.1,29.5,17.4
5/23/2019 9:11:25 PM,38.4,28.5,17.5
5/23/2019 9:11:31 PM,40.8,29.1,18.1
5/23/2019 9:11:37 PM,42.7,29.7,17.6
5/23/2019 9:11:43 PM,34.4,24.1,16.8
5/23/2019 9:11:49 PM,34.6,25.3,17.1
5/23/2019 9:11:55 PM,47.3,28.3,18.4
5/23/2019 9:12:01 PM,45.2,31.2,18.1
5/23/2019 9:12:07 PM,40.2,26.8,17.3
5/23/2019 9:12:13 PM,38.4,28,17.9
5/23/2019 9:12:19 PM,40.9,29.9,17.4
5/23/2019 9:12:25 PM,36.8,27.3,17.3
5/23/2019 9:12:31 PM,42.4,30,17.7
5/23/2019 9:12:37 PM,38.5,28.1,17
5/23/2019 9:12:43 PM,40.5,27.2,17.7
5/23/2019 9:12:49 PM,35.2,27.2,17.1
5/23/2019 9:12:55 PM,40.5,27.9,17.4
5/23/2019 9:13:01 PM,38.5,26.3,16.5
5/23/2019 9:13:07 PM,35,27.9,17.7
5/23/2019 9:13:13 PM,40.7,28.8,17.4
5/23/2019 9:13:19 PM,36.8,26.3,17.2
5/23/2019 9:13:25 PM,33.6,26.7,17.6
5/23/2019 9:13:31 PM,29.3,20.3,16.8
5/23/2019 9:13:37 PM,41,27.7,17.8
5/23/2019 9:13:43 PM,44.3,30.9,18
5/23/2019 9:13:49 PM,32.2,26.3,16.9
5/23/2019 9:13:55 PM,39.7,28.5,17.8
5/23/2019 9:14:01 PM,49,31.4,18
5/23/2019 9:14:07 PM,44.8,28.7,17.4
5/23/2019 9:14:13 PM,42.4,27.9,17.8
5/23/2019 9:14:19 PM,45.5,29.7,17.7
5/23/2019 9:14:25 PM,46.6,27,17.8
5/23/2019 9:14:31 PM,41.9,29.3,18
5/23/2019 9:14:37 PM,33.4,25.9,17
5/23/2019 9:14:43 PM,46.3,30.2,17.5
5/23/2019 9:14:49 PM,39.5,26.3,17.5
5/23/2019 9:14:55 PM,38,27.9,17.4
5/23/2019 9:15:01 PM,39.3,29.1,18.3
5/23/2019 9:15:07 PM,42.4,29.7,18.5
5/23/2019 9:15:13 PM,38.8,28.4,18.1
5/23/2019 9:15:19 PM,44.7,31.6,17.5
5/23/2019 9:15:25 PM,39.1,29.7,17.7
5/23/2019 9:15:31 PM,54.2,30,18.3
5/23/2019 9:15:37 PM,35.6,26.6,17.3
5/23/2019 9:15:43 PM,37.3,26.8,17.5
5/23/2019 9:15:49 PM,45.5,28.3,17.6
5/23/2019 9:15:55 PM,43.7,28.3,18
5/23/2019 9:16:01 PM,37.3,28.1,18.1
5/23/2019 9:16:07 PM,37.7,27.2,17.4
5/23/2019 9:16:13 PM,42.3,29.3,18
5/23/2019 9:16:19 PM,38.9,29.2,17.7
5/23/2019 9:16:25 PM,33.9,24.5,16.6
5/23/2019 9:16:31 PM,43.6,32.1,17.5
5/23/2019 9:16:37 PM,35,25.9,17.7
5/23/2019 9:16:43 PM,47.5,31.7,18.5
5/23/2019 9:16:49 PM,36.9,27.2,17.2
5/23/2019 9:16:55 PM,48.2,28.6,18.2
5/23/2019 9:17:01 PM,44.1,31.2,18.1
5/23/2019 9:17:07 PM,41.3,25.5,17.2
5/23/2019 9:17:13 PM,45.1,33.4,17.7
5/23/2019 9:17:19 PM,41.4,29.7,18
5/23/2019 9:17:25 PM,49.6,31.3,18
5/23/2019 9:17:31 PM,44.7,25.7,16.9
5/23/2019 9:17:37 PM,39.6,26.7,16.7
5/23/2019 9:17:43 PM,48.6,29.2,17.6
5/23/2019 9:17:49 PM,34.1,26,17.5
5/23/2019 9:17:55 PM,48.7,29,17.8
5/23/2019 9:18:01 PM,35.3,27.3,17.8
5/23/2019 9:18:07 PM,38.2,27.7,17.7
5/23/2019 9:18:13 PM,36.4,26.7,17.1
5/23/2019 9:18:19 PM,33,25.5,17.8
5/23/2019 9:18:25 PM,37.6,27.6,17.5
5/23/2019 9:18:31 PM,44,27.7,17.3
5/23/2019 9:18:37 PM,40.3,29.6,17.9
5/23/2019 9:18:43 PM,41,31.1,18.1
5/23/2019 9:18:49 PM,35.5,26.5,18.1
5/23/2019 9:18:55 PM,42.2,26.7,17.3
5/23/2019 9:19:01 PM,36.6,27.9,17.5
5/23/2019 9:19:07 PM,46.1,31.4,18.5
5/23/2019 9:19:13 PM,32.7,25.7,16.9
5/23/2019 9:19:19 PM,35.5,27.4,17.3
5/23/2019 9:19:25 PM,39.4,28.4,17.2
5/23/2019 9:19:31 PM,38.5,26.1,17.4
5/23/2019 9:19:37 PM,37.1,29.1,18.3
5/23/2019 9:19:43 PM,43,28,17.8
5/23/2019 9:19:49 PM,43.7,27.8,17.9
5/23/2019 9:19:55 PM,39.5,27.8,18.1
5/23/2019 9:20:01 PM,44.2,29.2,17.6
5/23/2019 9:20:07 PM,35.2,27.7,17.2
5/23/2019 9:20:13 PM,42.1,26.9,17.3
5/23/2019 9:20:19 PM,31.8,25,17.4
5/23/2019 9:20:25 PM,45.4,28.9,17.6
5/23/2019 9:20:31 PM,40.7,30.7,17.9
5/23/2019 9:20:37 PM,34.6,25.7,17
5/23/2019 9:20:43 PM,47.4,30.2,18.6
5/23/2019 9:20:49 PM,45.4,26.3,17.1
5/23/2019 9:20:55 PM,43.1,30,18.1
5/23/2019 9:21:01 PM,40.7,28.4,17.6
5/23/2019 9:21:07 PM,46.4,28.3,17.6
5/23/2019 9:21:13 PM,40,30,18
5/23/2019 9:21:19 PM,42.4,26.3,17.2
5/23/2019 9:21:25 PM,47.4,28.9,17.3
5/23/2019 9:21:31 PM,38.1,28.7,18
5/23/2019 9:21:37 PM,47.3,32.4,18.5
5/23/2019 9:21:43 PM,37.4,28.6,17.2
5/23/2019 9:21:49 PM,34.8,25.5,17.4
5/23/2019 9:21:55 PM,39,28.8,18.3
5/23/2019 9:22:01 PM,35.9,26.4,17.1
5/23/2019 9:22:07 PM,40,27.7,17.4
5/23/2019 9:22:13 PM,36.6,29.1,18.4
5/23/2019 9:22:19 PM,38.4,28.8,18.4
5/23/2019 9:22:25 PM,44,30.7,18.6
5/23/2019 9:22:31 PM,42.2,30.9,18
5/23/2019 9:22:37 PM,44.2,31.1,17.8
5/23/2019 9:22:43 PM,46.2,28,17.6
5/23/2019 9:22:49 PM,42.4,29.2,18.1
5/23/2019 9:22:55 PM,38.7,28.3,17.8
5/23/2019 9:23:01 PM,35.6,24.4,17.5
5/23/2019 9:23:07 PM,34.5,25.7,17
5/23/2019 9:23:13 PM,37.7,28,17.7
5/23/2019 9:23:19 PM,38.7,28.5,17.5
5/23/2019 9:23:25 PM,35.8,27,17
5/23/2019 9:23:31 PM,37.6,29.4,17.9
5/23/2019 9:23:37 PM,36,26.4,16.9
5/23/2019 9:23:43 PM,36.2,25.6,16.9
5/23/2019 9:23:49 PM,38.5,27.9,17.8
5/23/2019 9:23:55 PM,44.8,25.6,17.6
5/23/2019 9:24:01 PM,33,26.1,16.9
5/23/2019 9:24:07 PM,41.1,27.9,17.8
5/23/2019 9:24:13 PM,41.7,30.8,17.9
5/23/2019 9:24:19 PM,40.6,25.5,16.5
5/23/2019 9:24:25 PM,38.1,27,17
5/23/2019 9:24:31 PM,35.4,27,17.2
5/23/2019 9:24:37 PM,42.6,30,18.1
5/23/2019 9:24:43 PM,38.7,28.1,18.4
5/23/2019 9:24:49 PM,36.5,27,18.1
5/23/2019 9:24:55 PM,41.4,28.9,18.1
5/23/2019 9:25:01 PM,33.8,24.8,16.6
5/23/2019 9:25:07 PM,34.1,27.7,18.2
5/23/2019 9:25:13 PM,39.4,26.1,17.4
5/23/2019 9:25:19 PM,44.6,33.3,17.9
5/23/2019 9:25:25 PM,40.1,30.4,18.1
5/23/2019 9:25:31 PM,33.7,25.6,17.3
5/23/2019 9:25:37 PM,41.3,28.9,17.4
5/23/2019 9:25:43 PM,36.9,28.3,16.9
5/23/2019 9:25:49 PM,30.4,24.5,16.9
5/23/2019 9:25:55 PM,36,26.4,17.1
5/23/2019 9:26:01 PM,38.9,27.1,17.6
5/23/2019 9:26:07 PM,40.7,27.9,17.2
5/23/2019 9:26:13 PM,35,26.7,17.1
5/23/2019 9:26:19 PM,35.8,25.8,17
5/23/2019 9:26:25 PM,39,31.1,17.8
5/23/2019 9:26:31 PM,35.3,28.5,18.4
5/23/2019 9:26:37 PM,38.4,26.3,17.5
5/23/2019 9:26:43 PM,38,27.2,17.7
5/23/2019 9:26:49 PM,42,27.8,17.7
5/23/2019 9:26:55 PM,46,31.4,18.3
5/23/2019 9:27:01 PM,42.3,29.2,18.1
5/23/2019 9:27:07 PM,30.7,25.8,18
5/23/2019 9:27:13 PM,36.1,27.8,17.6
5/23/2019 9:27:19 PM,35.8,28.7,17.5
5/23/2019 9:27:25 PM,36.5,29,18.7
5/23/2019 9:27:31 PM,36.8,27.4,18.1
5/23/2019 9:27:37 PM,31.7,25.2,17.1
5/23/2019 9:27:43 PM,43.6,29.9,17.7
5/23/2019 9:27:49 PM,35.6,26.7,18.1
5/23/2019 9:27:55 PM,38.4,28,18
5/23/2019 9:28:01 PM,39.5,29.1,17.9
5/23/2019 9:28:07 PM,38.6,28.5,17.8
5/23/2019 9:28:13 PM,41.1,28.3,17.4
5/23/2019 9:28:19 PM,39.8,28.2,18.3
5/23/2019 9:28:25 PM,38.8,29.5,18.1
5/23/2019 9:28:31 PM,41.1,27.5,18
5/23/2019 9:28:37 PM,34.4,27.1,17.1
5/23/2019 9:28:43 PM,39.3,29.2,17.8
5/23/2019 9:28:49 PM,35.6,28,18.1
5/23/2019 9:28:55 PM,41.2,29.4,17.9
5/23/2019 9:29:01 PM,36.4,28.5,18.1
5/23/2019 9:29:07 PM,37.2,28.6,17.6
5/23/2019 9:29:13 PM,35.1,26,16.7
5/23/2019 9:29:19 PM,41.1,27.6,17.3
5/23/2019 9:29:25 PM,44,28.1,18.2
5/23/2019 9:29:31 PM,49.2,29.9,17.8
5/23/2019 9:29:37 PM,49.6,30,18
5/23/2019 9:29:43 PM,34.5,26.1,17.5
5/23/2019 9:29:49 PM,43.6,28,17.2
5/23/2019 9:29:55 PM,41.2,29.8,17.8
5/23/2019 9:30:01 PM,38.6,28.8,17.4
5/23/2019 9:30:07 PM,37.2,28.4,17.6
5/23/2019 9:30:13 PM,41.3,31.8,18.4
5/23/2019 9:30:19 PM,40.6,29.9,17.6
5/23/2019 9:30:25 PM,42.5,32.1,18
5/23/2019 9:30:31 PM,39.8,24.5,17.6
5/23/2019 9:30:37 PM,40.1,25.2,17.7
5/23/2019 9:30:43 PM,35.7,27.5,18.5
5/23/2019 9:30:49 PM,36.8,27.5,17.6
5/23/2019 9:30:55 PM,35.1,27.4,17.6
5/23/2019 9:31:01 PM,45.7,29.5,18.2
5/23/2019 9:31:07 PM,42.8,30.9,17.7
5/23/2019 9:31:13 PM,35.8,27.5,18.2
5/23/2019 9:31:19 PM,44.6,30.8,18
5/23/2019 9:31:25 PM,45.2,27.3,17.1
5/23/2019 9:31:31 PM,48.6,32.1,18
5/23/2019 9:31:37 PM,44.3,29.3,17.7
5/23/2019 9:31:43 PM,42.6,29.8,17.7
5/23/2019 9:31:49 PM,42.2,27.3,17.2
5/23/2019 9:31:55 PM,36.8,28.6,17.5
5/23/2019 9:32:01 PM,43.5,28.5,17.8
5/23/2019 9:32:07 PM,42.9,33.3,18.1
5/23/2019 9:32:13 PM,46.9,29,17.6
5/23/2019 9:32:19 PM,34.8,24.9,16.9
5/23/2019 9:32:25 PM,37,26.7,17.7
5/23/2019 9:32:31 PM,42.1,28.3,17.4
5/23/2019 9:32:37 PM,39.9,29.9,18.5
5/23/2019 9:32:43 PM,32.8,25.6,17.5
5/23/2019 9:32:49 PM,42.1,28.5,17.9
5/23/2019 9:32:55 PM,37.3,29.2,17.3
5/23/2019 9:33:01 PM,33.5,27.4,17.6
5/23/2019 9:33:07 PM,35.7,26.1,17.4
5/23/2019 9:33:13 PM,32.9,23.4,16.2
5/23/2019 9:33:19 PM,36.1,27.1,17.5
5/23/2019 9:33:25 PM,32.2,25.6,17.2
5/23/2019 9:33:31 PM,39,25.7,17.3
5/23/2019 9:33:37 PM,47.3,29.1,17.8
5/23/2019 9:33:43 PM,43.5,30,18.2
5/23/2019 9:33:49 PM,40.2,27.9,17.9
5/23/2019 9:33:55 PM,41.6,30.6,18.3
5/23/2019 9:34:01 PM,39.3,28.1,17.9
5/23/2019 9:34:07 PM,38.6,25.7,17.6
5/23/2019 9:34:13 PM,37.4,26.4,17.5
5/23/2019 9:34:19 PM,41.5,30.3,17.7
5/23/2019 9:34:25 PM,47.7,34.3,18.7
5/23/2019 9:34:31 PM,47.2,29.8,17.8
5/23/2019 9:34:37 PM,41.6,28.1,17.7
5/23/2019 9:34:43 PM,35.9,28.1,17.6
5/23/2019 9:34:49 PM,36.3,27.1,17.6
5/23/2019 9:34:55 PM,36,25.8,17.5
5/23/2019 9:35:01 PM,54.8,33.8,18.9
5/23/2019 9:35:07 PM,40.4,28,18.1
5/23/2019 9:35:13 PM,41.3,28.6,17.3
5/23/2019 9:35:19 PM,38.6,28.1,17.4
5/23/2019 9:35:25 PM,32.4,24.6,16.4
5/23/2019 9:35:31 PM,41.3,29.5,18.2
5/23/2019 9:35:37 PM,45.1,29.3,18.5
5/23/2019 9:35:43 PM,33.1,23.9,17
5/23/2019 9:35:49 PM,52.1,32.2,17.9
5/23/2019 9:35:55 PM,48.1,28.4,17.7
5/23/2019 9:36:01 PM,39.3,28.1,17
5/23/2019 9:36:07 PM,40.7,28.2,18.6
5/23/2019 9:36:13 PM,33.1,26.9,18.4
5/23/2019 9:36:19 PM,31.8,25.5,17.8
5/23/2019 9:36:25 PM,41.5,23.8,16.9
5/23/2019 9:36:31 PM,40.9,29.1,17.6
5/23/2019 9:36:37 PM,37.8,27.7,17.6
5/23/2019 9:36:43 PM,35.3,26.6,17.3
5/23/2019 9:36:49 PM,40,26.1,17.4
5/23/2019 9:36:55 PM,34.2,26.8,17.6
5/23/2019 9:37:01 PM,42.6,27.3,18
5/23/2019 9:37:07 PM,37.4,29.8,18.8
5/23/2019 9:37:13 PM,34.4,28.4,18.4
5/23/2019 9:37:19 PM,44.5,33.2,18.6
5/23/2019 9:37:25 PM,36,26.9,17.6
5/23/2019 9:37:31 PM,44.8,27,17.5
5/23/2019 9:37:37 PM,41.9,31.2,17.6
5/23/2019 9:37:43 PM,38.6,29.4,18.1
5/23/2019 9:37:49 PM,33.7,24.4,16.8
5/23/2019 9:37:55 PM,32.7,25,17.3
5/23/2019 9:38:01 PM,37.5,28.8,17.6
5/23/2019 9:38:07 PM,36.4,26.1,16.9
5/23/2019 9:38:13 PM,39.5,26.5,17.1
5/23/2019 9:38:19 PM,34.9,25.6,17.5
5/23/2019 9:38:25 PM,38.8,29.6,17.8
5/23/2019 9:38:31 PM,40.9,30.8,18
5/23/2019 9:38:37 PM,39.2,29.1,17.8
5/23/2019 9:38:43 PM,35.3,27.7,17.8
5/23/2019 9:38:49 PM,42.8,26.9,18
5/23/2019 9:38:55 PM,39.9,29.6,17.6
5/23/2019 9:39:01 PM,35.7,27.7,18.1
5/23/2019 9:39:07 PM,40.3,27.5,17
5/23/2019 9:39:13 PM,36.3,25.8,17.3
5/23/2019 9:39:19 PM,40.2,30.2,18.7
5/23/2019 9:39:25 PM,47.8,32.7,18.3
5/23/2019 9:39:31 PM,33.3,26.2,17.5
5/23/2019 9:39:37 PM,38.3,28,17.4
5/23/2019 9:39:43 PM,32,24.1,17
5/23/2019 9:39:49 PM,34.3,26.6,17.7
5/23/2019 9:39:55 PM,36.5,27.8,18.1
5/23/2019 9:40:01 PM,44.1,27.1,17.8
5/23/2019 9:40:07 PM,33.9,27.4,17.7
5/23/2019 9:40:13 PM,30.3,25.2,17.3
5/23/2019 9:40:19 PM,39.2,29.7,17.7
5/23/2019 9:40:25 PM,34.9,27.3,17.6
5/23/2019 9:40:31 PM,39.3,27.2,18.2
5/23/2019 9:40:37 PM,41.8,29,17.9
5/23/2019 9:40:43 PM,37.3,27.8,18.2
5/23/2019 9:40:49 PM,39.9,28,18.1
5/23/2019 9:40:55 PM,41.2,30,18.5
5/23/2019 9:41:01 PM,43.3,29.6,18.1
5/23/2019 9:41:07 PM,38.5,26.9,17.4
5/23/2019 9:41:13 PM,40.3,30.3,17.7
5/23/2019 9:41:19 PM,40.7,29.9,17.6
5/23/2019 9:41:25 PM,33,25.4,17.6
5/23/2019 9:41:31 PM,41.8,28.7,18
5/23/2019 9:41:37 PM,42.1,31.2,18.5
5/23/2019 9:41:43 PM,40.2,32.1,18.2
5/23/2019 9:41:49 PM,43.2,29.3,17.9
5/23/2019 9:41:55 PM,36.2,28.3,17.5
5/23/2019 9:42:01 PM,35.7,24.4,17.5
5/23/2019 9:42:07 PM,43.6,29.9,18.5
5/23/2019 9:42:13 PM,39.1,27.8,17.3
5/23/2019 9:42:19 PM,34.8,26.2,17.4
5/23/2019 9:42:25 PM,41.1,29.8,18.1
5/23/2019 9:42:31 PM,39.7,28.6,18.2
5/23/2019 9:42:37 PM,38.1,28.4,17.8
5/23/2019 9:42:43 PM,44.4,29.8,17.6
5/23/2019 9:42:49 PM,41.5,29,17.9
5/23/2019 9:42:55 PM,37,25.9,17.7
5/23/2019 9:43:01 PM,41,30,17.6
5/23/2019 9:43:07 PM,35,26.9,18.2
5/23/2019 9:43:13 PM,38.8,26.6,18
5/23/2019 9:43:19 PM,46.7,31.2,18.8
5/23/2019 9:43:25 PM,38.2,27.6,18.1
5/23/2019 9:43:31 PM,43.8,32,18.7
5/23/2019 9:43:37 PM,37.8,30.1,18.1
5/23/2019 9:43:43 PM,38,25.5,17.7
5/23/2019 9:43:49 PM,43.1,28.5,18
5/23/2019 9:43:55 PM,41.2,26.4,17.8
5/23/2019 9:44:01 PM,42.5,32.9,18.7
5/23/2019 9:44:07 PM,49.5,32.9,18.9
5/23/2019 9:44:13 PM,42.4,29.5,17.6
5/23/2019 9:44:19 PM,46.3,28.8,17.7
5/23/2019 9:44:25 PM,40.9,26.5,16.6
5/23/2019 9:44:31 PM,37.1,29,17.5
5/23/2019 9:44:37 PM,35.7,26.9,17.9
5/23/2019 9:44:43 PM,43.3,29.4,17.8
5/23/2019 9:44:49 PM,37.7,27.8,17.2
5/23/2019 9:44:55 PM,36.1,25,17
5/23/2019 9:45:01 PM,42.5,29.7,17.2
5/23/2019 9:45:07 PM,38.3,28.1,17.6
5/23/2019 9:45:13 PM,30.8,24.1,16.8
5/23/2019 9:45:19 PM,37.9,26.9,17.3
5/23/2019 9:45:25 PM,39.5,30.1,17.7
5/23/2019 9:45:31 PM,35.8,27.2,17.8
5/23/2019 9:45:37 PM,43.7,33.7,19
5/23/2019 9:45:43 PM,40.9,30.9,17.7
5/23/2019 9:45:49 PM,35.5,28.5,17.9
5/23/2019 9:45:55 PM,41.1,29.4,17.8
5/23/2019 9:46:01 PM,32.2,23.8,16.7
5/23/2019 9:46:07 PM,40,28.1,17.9
5/23/2019 9:46:13 PM,38.4,30.2,18.4
5/23/2019 9:46:19 PM,40.8,27.1,17.5
5/23/2019 9:46:25 PM,37.7,27.7,18
5/23/2019 9:46:31 PM,38.7,30.9,18.4
5/23/2019 9:46:37 PM,41.4,27.9,17.5
5/23/2019 9:46:43 PM,37.2,28.7,17
5/23/2019 9:46:49 PM,33.8,27.3,17.4
5/23/2019 9:46:55 PM,38.5,31.2,18.1
5/23/2019 9:47:01 PM,37,27.9,17.3
5/23/2019 9:47:07 PM,37.2,29.9,18.3
5/23/2019 9:47:13 PM,38.9,25.6,17.4
5/23/2019 9:47:19 PM,35.7,25.8,17
5/23/2019 9:47:25 PM,41.1,29.9,18.1
5/23/2019 9:47:31 PM,36.2,25.6,17.2
5/23/2019 9:47:37 PM,40,28.8,17.5
5/23/2019 9:47:43 PM,37.6,28.5,17.6
5/23/2019 9:47:49 PM,42.3,31.5,18.2
5/23/2019 9:47:55 PM,41.8,29.8,18
5/23/2019 9:48:01 PM,37.9,26.3,17.5
5/23/2019 9:48:07 PM,55.9,31.9,18.3
5/23/2019 9:48:13 PM,36.8,29.9,17.8
5/23/2019 9:48:19 PM,38.7,30.3,17.9
5/23/2019 9:48:25 PM,37.7,27.7,18.2
5/23/2019 9:48:31 PM,36,27.4,17.4
5/23/2019 9:48:37 PM,34.6,25.7,17.7
5/23/2019 9:48:43 PM,35.9,28.8,16.9
5/23/2019 9:48:49 PM,36.6,25.8,18
5/23/2019 9:48:55 PM,30.7,25,16.8
5/23/2019 9:49:01 PM,33.8,25.7,18
5/23/2019 9:49:07 PM,44.7,29.7,17.1
5/23/2019 9:49:13 PM,38.9,29.8,18.9
5/23/2019 9:49:19 PM,43.8,29.3,18.7
5/23/2019 9:49:25 PM,35.5,29.8,17.8
5/23/2019 9:49:31 PM,32.4,25.6,17.8
